제품,제품특성
B002-03495-00001,주요 기능성(식약처인증)_A:체지방 감소 7g 30포
B002-00271-00001,"종류_A단백질종류:게이너 단백질성분:동물성+식물성 단백질성분:농축유청단백질(WPC) 단백질성분:분리유청단백질(WPI) 단백질성분:가수분해유청단백질(WPH) 단백질:분리대두단백질(ISP) 섭취대상:78g 맛:성인남녀 섭취방법:쿠키 섭취횟수:물에 섞어서 제품용량:하루 두 번 :개인별 다름, 종류:게이너 단백질종류:동물성+식물성 단백질성분:농축유청단백질(WPC) 단백질성분:분리유청단백질(WPI) 단백질성분:가수분해유청단백질(WPH) 단백질성분:분리대두단백질(ISP) 단백질:83g 섭취대상:성인남녀 맛:초코 섭취방법:물에 섞어서 섭취횟수:하루 두 번 :1개, 종류:게이너 단백질종류:식물성 단백질성분:농축유청단백질(WPC) 단백질성분:분리유청단백질(WPI) 단백질성분:가수분해유청단백질(WPH) 단백질성분:분리대두단백질(ISP) 단백질:86g 섭취대상:성인남녀 맛:딸기 섭취방법:물에 섞어서 섭취횟수:하루 두 번 :1개, 종류:게이너 단백질종류:동물성+식물성 단백질성분:농축유청단백질(WPC) 단백질성분:분리유청단백질(WPI) 단백질성분:가수분해유청단백질(WPH) 단백질성분:분리대두단백질(ISP) 단백질:67.3g 섭취대상:성인남녀 맛_A섭취방법:초코 섭취횟수:물에 섞어서 제품용량:하루 두 번 :개인별 다름, 종류:게이너 단백질종류:동물성+식물성 단백질성분:농축유청단백질(WPC) 단백질성분:분리유청단백질(WPI) 단백질성분:가수분해유청단백질(WPH) 단백질성분:분리대두단백질(ISP) 단백질:76g 섭취대상:성인남녀 섭취방법:물에 섞어서 섭취횟수:하루 두 번 제품용량:개인별 다름 :1개 "
B002-02423-00001,단백질종류:동물성+식물성 단백질성분:분리유청단백질(WPI) 단백질성분:분리대두단백질(ISP) 단백질:20g 맛:초코 :12개 58g
B002-00777-00001,"맛_A:딸기, 단백질종류:동물성 단백질성분:우유단백질(MPC) 단백질:24g 맛:초코 섭취대상:성인남녀 섭취방법:바로 음용 :1개 4종 8병"
B002-00777-00002,"맛_A:딸기, 단백질종류:동물성 단백질성분:우유단백질(MPC) 단백질:24g 맛:초코 섭취대상:성인남녀 섭취방법:바로 음용 :1개 330ml"
B002-00552-00001,"제품유형:일반식품 영양소 원료명(식약처고시)_A영양소 원료명(식약처고시)_A종류:비타민C 분자량:비오틴 섭취대상:어류 제품타입:300Da 제품용량:성인남녀 섭취횟수:분말 1일 총 섭취량:1개월분 섭취방법:하루 한 번 :1포, 제품유형:일반식품 영양소 원료명(식약처고시)_A종류:비타민C 분자량:어류 섭취대상:300Da 제품타입:성인남녀 제품용량:분말 섭취횟수:1개월분 1일 총 섭취량:하루 한 번 섭취방법:1포 :물과 함께 2g 30포"
B002-03457-00001,제품타입:분말 섭취대상:성인남녀 섭취방법:물과 함께 :1개 500g
B002-02417-00001,제품유형:일반식품 주요 기능성(식약처인증):해당 없음 영양소 원료명(식약처고시)_A섭취대상:비타민C 제품타입:성인남녀 제품용량:분말 섭취횟수:100일분 1일 총 섭취량:하루 한 번 섭취방법:1포 :물과 함께 2000mg x 100포
B002-03790-00001,영양소 원료명(식약처고시)_A제품타입:식이섬유 섭취방법:분말 섭취대상:물과 함께 섭취횟수:성인남녀 1일 총 섭취량:하루 두 번 제품용량:2스푼 :1개월분 300g
B002-00790-00001,제품유형:일반식품 영양소 원료명(식약처고시):비타민C 영양소 원료명(식약처고시):비오틴 콜라겐 펩타이드:2000mg 종류:어류 분자량:300Da 섭취대상:성인남녀 제품타입:분말 제품용량:1개월분 섭취횟수:하루 한 번 1일 총 섭취량:1포 섭취방법:바로 음용 :1개 3.3g x 30포
B002-01252-00001,제품타입:분말 섭취대상:성인남녀 섭취횟수:하루 두 번 1일 총 섭취량:2스푼 섭취방법:물에 섞어서 :1개 50배 농축 시저스 300g
B002-01773-00001,제품유형:일반식품 섭취대상:성인남녀 제품타입:분말 제품용량:28일분 섭취횟수:하루 한 번 1일 총 섭취량:1포 섭취방법:물과 함께 :1개 2g x 28포
B002-02145-00001,"제품유형:일반식품 영양소 원료명(식약처고시)_A종류:비타민C 섭취대상:동물성 제품타입:성인남녀 제품용량:분말 섭취횟수:1개월분 1일 총 섭취량:하루 한 번 섭취방법:1포 :바로 음용, 제품유형:건강기능식품 주요 기능성(식약처인증):피부건강 콜라겐 펩타이드:2.7141mg 종류:동물성 섭취대상:성인남녀 제품타입:분말 제품용량:1개월분 섭취횟수:하루 한 번 1일 총 섭취량:1포 섭취방법:바로 음용 :1개 4g x 30포"
B002-02145-00002,제품유형:건강기능식품 주요 기능성(식약처인증):피부건강 콜라겐 펩타이드:2.7141mg 종류:동물성 섭취대상:성인남녀 제품타입:분말 제품용량:1개월분 섭취횟수:하루 한 번 1일 총 섭취량:1포 섭취방법:바로 음용 :1개 5g x 30포
B002-02570-00001,제품타입:액상 섭취방법:바로 음용 섭취대상:성인남녀 섭취횟수:하루 한 번 1일 총 섭취량:1포 :1개 80ml x 10개입
B002-00662-00002,제품유형:일반식품 섭취대상:성인남녀 제품타입:구미/젤리 제품용량:10일분 섭취횟수:하루 한 번 1일 총 섭취량:3개 섭취방법:씹어서 :1개 3g x 30구미
B002-00662-00003,섭취방법:물과 함께 섭취대상:성인남녀 섭취횟수:하루 한 번 1일 총 섭취량:1포 제품용량:1개월분 주요 기능성(식약처인증):체지방 감소 영양소 원료명(식약처고시):비타민B1 영양소 원료명(식약처고시):비타민B2 영양소 원료명(식약처고시):비타민B6 영양소 원료명(식약처고시):마그네슘 영양소 원료명(식약처고시):아연 영양소 원료명(식약처고시):셀레늄(셀렌) 영양소 원료명(식약처고시):몰리브덴 푸닉산+후코잔틴:177mg :1개 28.5g x 15포 x 2개입
B002-00825-00002,제품유형:건강기능식품 주요 기능성(식약처인증):피부건강 콜라겐 펩타이드:2.7141mg 섭취대상:성인남녀 제품타입:액상 제품용량:14일분 섭취횟수:하루 한 번 1일 총 섭취량:1개 섭취방법:바로 음용 :1개 25ml x 14개입
B002-00825-00003,주요 기능성(식약처인증):장건강 영양소 원료명(식약처고시)_A제품타입:식이섬유 섭취방법:분말 섭취대상:물과 함께 섭취횟수:성인남녀 1일 총 섭취량:하루 두 번 제품용량:2포 식이섬유:15일분 :4.4g 5g x 30개입
B002-00544-00001,제품타입:정 섭취방법:물과 함께 섭취대상:성인남성 섭취횟수:하루 세 번 1일 총 섭취량:6정 제품용량:20일분 주요 기능성(식약처인증):체지방 감소 영양소 원료명(식약처고시):해당 없음 :1개 1100mg x 120정
B002-00544-00002,"제품타입:정 섭취방법:물과 함께 섭취대상:성인남녀 섭취횟수:하루 한 번 1일 총 섭취량:2정 제품용량:1개월분 주요 기능성(식약처인증):체지방 감소 영양소 원료명(식약처고시):비타민B1 영양소 원료명(식약처고시):비타민B2 영양소 원료명(식약처고시):비타민B6 영양소 원료명(식약처고시):판토텐산 영양소 원료명(식약처고시):셀레늄(셀렌) :1개, 제품타입:분말 섭취방법:물에 섞어서 섭취대상:성인남녀 섭취횟수:하루 한 번 1일 총 섭취량:1포 제품용량:15일분 주요 기능성(식약처인증):체지방 감소 영양소 원료명(식약처고시):해당 없음 :1개, 제품타입:정 섭취횟수:하루 한 번 1일 총 섭취량:2정 주요 기능성(식약처인증):체지방 감소 영양소 원료명(식약처고시):비타민B1 영양소 원료명(식약처고시):비타민B2 영양소 원료명(식약처고시):비타민B6 영양소 원료명(식약처고시):칼슘 60정"
B002-00544-00003,제품타입:분말 섭취방법:물에 섞어서 섭취대상:성인남녀 섭취횟수:하루 한 번 1일 총 섭취량:1포 제품용량:15일분 주요 기능성(식약처인증):체지방 감소 영양소 원료명(식약처고시):해당 없음 :1개 8g x 15포
B002-01713-00001,제품유형:건강기능식품 주요 기능성(식약처인증):피부건강 콜라겐 펩타이드:2.7141mg 종류:어류 분자량:512 섭취대상:성인남녀 제품타입:분말 제품용량:15일분 섭취횟수:하루 두 번 1일 총 섭취량:2포 섭취방법:바로 음용 :1개 2g x 30포
B002-01713-00002,제품유형:건강기능식품 주요 기능성(식약처인증):피부건강 영양소 원료명(식약처고시):비타민A 영양소 원료명(식약처고시):비타민C 영양소 원료명(식약처고시):비오틴 콜라겐 펩타이드:2.7141mg 종류:어류 분자량:512Da 섭취대상:성인남녀 제품타입:분말 제품용량:15일분 섭취횟수:하루 두 번 1일 총 섭취량:2포 섭취방법:바로 음용 :1개 2g x 30포
B002-03372-00001,"단백질종류:동물성+식물성 단백질성분:농축유청단백질(WPC) 단백질성분:분리유청단백질(WPI) 단백질성분:분리대두단백질(ISP) 섭취대상:성인남녀 맛_A섭취방법:딸기 1일 총 섭취량:물에 섞어서 섭취횟수:2스푼 제품용량:하루 한 번 :25일분, 단백질종류:동물성+식물성 단백질성분:농축유청단백질(WPC) 단백질성분:분리대두단백질(ISP) 단백질:12g 섭취대상:성인남녀 맛:딸기 섭취방법:물에 섞어서 1일 총 섭취량:3스푼 섭취횟수:하루 한 번 제품용량:12일분 :1개, 종류:웨이 단백질종류:동물성 단백질성분:농축유청단백질(WPC) 단백질성분:분리유청단백질(WPI) 단백질성분:가수분해유청단백질(WPH) 단백질:12.1g 섭취대상:성인남녀 맛:딸기 섭취방법:물에 섞어서 1일 총 섭취량:2스푼 섭취횟수:하루 한 번 제품용량:20일분 :1개, 중량포장형태:400g, 식품품질인증식품품질인증주요 기능성(식약처인증)영양소 원료명(식약처고시)종류단백질종류단백질성분단백질섭취대상맛섭취방법1일 총 섭취량섭취횟수제품용량:이력추적관리, 중량:420g, 단백질섭취대상섭취방법1일 총 섭취량섭취횟수제품용량:24~25g, 단백질섭취대상섭취방법1일 총 섭취량섭취횟수제품용량:21g, 제품타입섭취방법섭취대상섭취횟수1일 총 섭취량제품용량영양소 원료명(식약처고시)영양소 원료명(식약처고시)영양소 원료명(식약처고시)영양소 원료명(식약처고시)영양소 원료명(식약처고시)영양소 원료명(식약처고시)영양소 원료명(식약처고시)영양소 원료명(식약처고시)영양소 원료명(식약처고시)영양소 원료명(식약처고시)영양소 원료명(식약처고시):분말, 식품품질인증:HACCP, 식품품질인증식품품질인증주요 기능성(식약처인증)영양소 원료명(식약처고시)종류단백질종류단백질성분단백질섭취대상맛섭취방법1일 총 섭취량섭취횟수제품용량:이력추적관리, 식품품질인증영양소 원료명(식약처고시)영양소 원료명(식약처고시)영양소 원료명(식약처고시)영양소 원료명(식약처고시)영양소 원료명(식약처고시)영양소 원료명(식약처고시)영양소 원료명(식약처고시)영양소 원료명(식약처고시)영양소 원료명(식약처고시)단백질섭취대상1일 총 섭취량섭취횟수제품용량:HACCP, 섭취대상:성인남녀 맛_A섭취방법:딸기 1일 총 섭취량:물에 섞어서 섭취횟수:2스푼 제품용량:하루 한 번 :25일분, 단백질섭취대상섭취방법1일 총 섭취량섭취횟수제품용량:30g 600g"
B002-00330-00001,"제품타입:정 섭취방법:물과 함께 섭취대상:성인남녀 섭취횟수:하루 한 번 1일 총 섭취량:1정 제품용량:28일분 주요 기능성(식약처인증):체지방 감소 영양소 원료명(식약처고시):비타민B1 영양소 원료명(식약처고시):비타민B2 영양소 원료명(식약처고시):비타민B6 영양소 원료명(식약처고시):비타민C 영양소 원료명(식약처고시):나이아신 영양소 원료명(식약처고시):판토텐산 영양소 원료명(식약처고시):아연 영양소 원료명(식약처고시):셀레늄(셀렌) :1개, 제품타입:정 섭취방법:물과 함께 섭취대상:성인남녀 섭취횟수:하루 한 번 1일 총 섭취량:1정 제품용량:14일분 주요 기능성(식약처인증):체지방 감소 영양소 원료명(식약처고시):비타민B1 영양소 원료명(식약처고시):비타민B2 영양소 원료명(식약처고시):비타민B6 영양소 원료명(식약처고시):비타민C 영양소 원료명(식약처고시):나이아신 영양소 원료명(식약처고시):판토텐산 영양소 원료명(식약처고시):아연 영양소 원료명(식약처고시):셀레늄(셀렌) :1개 700mg x 28정"
B002-02851-00001,타입:스틱(믹스) 중량:2.5g 포장수량:30개입 카페인 유무:카페인 :1개 30포
B002-00210-00001,제품타입:정 섭취방법:물과 함께 섭취대상:성인남녀 섭취횟수:하루 한 번 1일 총 섭취량:2정 제품용량:개인별 다름 주요 기능성(식약처인증):해당 없음 :1개 500mg x 60정
B002-00210-00002,제품타입:정 섭취방법:물과 함께 섭취대상:성인남녀 섭취횟수:하루 한 번 1일 총 섭취량:1정 제품용량:2개월분 주요 기능성(식약처인증):해당 없음 :1개 600mg x 60정
B002-02640-00001,"HCA:1000mg 1일 총 섭취량:2정 제품용량:1개월분 제품타입:정 섭취횟수:하루 한 번 섭취방법:물과 함께 섭취대상:성인남녀 주요 기능성(식약처인증):체지방 감소 :1개, HCA:283.3mg 1일 총 섭취량:3포 제품용량:1개월분 제품타입:정 섭취횟수:하루 세 번 섭취방법:물과 함께 섭취대상:성인남녀 주요 기능성(식약처인증):체지방 감소 :1개, HCA:750mg 영양소 원료명(식약처고시):해당 없음 1일 총 섭취량:2포 제품용량:7일분 제품타입:분말 섭취횟수:하루 두 번 섭취방법:물과 함께 섭취대상:성인남녀 주요 기능성(식약처인증):체지방 감소 :1개, HCA:1400mg 영양소 원료명(식약처고시):해당 없음 1일 총 섭취량:2포 제품용량:1개월분 제품타입:정 섭취횟수:하루 두 번 섭취방법:물과 함께 섭취대상:성인남녀 주요 기능성(식약처인증):체지방 감소 :1개, HCA:850mg 영양소 원료명(식약처고시)_A영양소 원료명(식약처고시)_A영양소 원료명(식약처고시)_A영양소 원료명(식약처고시)_A1일 총 섭취량:비타민B2 제품용량:비타민C 섭취횟수:판토텐산 섭취방법:비오틴 섭취대상:4정 주요 기능성(식약처인증):1개월분 :하루 두 번 250mg x 270정"
